year,cbsa,cbsatitle,indicator,topmetro,metrosize,value,overallrank,rankbysize
2009-2019,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.011883,164,48
2009-2019,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.046008,187,78
2009-2019,42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.013438,115,50
2009-2019,42140,"Santa Fe, NM Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.043386,,
2009-2019,42200,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.066991,20,11
2009-2019,42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.041566,51,22
2009-2019,42300,"Sault Ste. Marie, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.088869,,
2009-2019,42340,"Savannah, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.024809,91,37
2009-2019,42380,"Sayre, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.036554,,
2009-2019,42420,"Scottsbluff, NE Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.004256,,
2009-2019,42460,"Scottsboro, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.038335,,
2009-2019,42500,"Scottsburg, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.094681,,
2009-2019,42540,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.012033,117,42
2009-2019,42620,"Searcy, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.055225,,
2009-2019,42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.006961,156,41
2009-2019,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.049789,,
2009-2019,42700,"Sebring-Avon Park, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.007143,,
2009-2019,42740,"Sedalia, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.002458,,
2009-2019,42780,"Selinsgrove, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.267195,,
2009-2019,42820,"Selma, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.074902,,
2009-2019,42860,"Seneca, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.144916,,
2009-2019,42900,"Seneca Falls, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.022261,,
2009-2019,42940,"Sevierville, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.019017,,
2009-2019,42980,"Seymour, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.067506,,
2009-2019,43020,"Shawano, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.060246,,
2009-2019,43060,"Shawnee, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.025036,,
2009-2019,43100,"Sheboygan, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.072332,,
2009-2019,43140,"Shelby, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.066113,,
2009-2019,43180,"Shelbyville, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.028131,,
2009-2019,43220,"Shelton, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.082299,,
2009-2019,43260,"Sheridan, WY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.036207,,
2009-2019,43300,"Sherman-Denison, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.09641,,
2009-2019,43320,"Show Low, AZ Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.01107,,
2009-2019,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.046621,188,79
2009-2019,43380,"Sidney, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.030337,,
2009-2019,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.041704,,
2009-2019,43460,"Sikeston, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.009324,,
2009-2019,43500,"Silver City, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.100385,,
2009-2019,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.028654,,
2009-2019,43620,"Sioux Falls, SD Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.006031,131,56
2009-2019,43660,"Snyder, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,43700,"Somerset, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.002978,,
2009-2019,43740,"Somerset, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.008169,,
2009-2019,43760,"Sonora, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.116034,,
2009-2019,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.031455,71,29
2009-2019,43900,"Spartanburg, SC Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.081398,18,9
2009-2019,43940,"Spearfish, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.156927,,
2009-2019,43980,"Spencer, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,44020,"Spirit Lake, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.039839,,
2009-2019,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.031494,70,26
2009-2019,44100,"Springfield, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.029108,,
2009-2019,44140,"Springfield, MA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.020961,103,37
2009-2019,44180,"Springfield, MO Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.015278,112,48
2009-2019,44220,"Springfield, OH Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.002606,,
2009-2019,44260,"Starkville, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.12703,,
2009-2019,44300,"State College, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.012383,,
2009-2019,44340,"Statesboro, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.054844,,
2009-2019,44420,"Staunton, VA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.023916,,
2009-2019,44460,"Steamboat Springs, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.007183,,
2009-2019,44500,"Stephenville, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.063439,,
2009-2019,44540,"Sterling, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.11067,,
2009-2019,44580,"Sterling, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.031913,,
2009-2019,44620,"Stevens Point, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.050826,,
2009-2019,44660,"Stillwater, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.000781,,
2009-2019,44700,"Stockton, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.096336,13,6
2009-2019,44740,"Storm Lake, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.020094,,
2009-2019,44780,"Sturgis, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.014823,,
2009-2019,44860,"Sulphur Springs, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.015508,,
2009-2019,44900,"Summerville, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.018536,,
2009-2019,44940,"Sumter, SC Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.00117,,
2009-2019,44980,"Sunbury, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.021048,,
2009-2019,45000,"Susanville, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.027705,,
2009-2019,45020,"Sweetwater, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.025412,,
2009-2019,45060,"Syracuse, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,0.013727,166,54
2009-2019,45140,"Tahlequah, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.001856,,
2009-2019,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.120397,,
2009-2019,45220,"Tallahassee, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.132612,4,3
2009-2019,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.011651,163,47
2009-2019,45340,"Taos, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.007263,,
2009-2019,45380,"Taylorville, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.014606,,
2009-2019,45460,"Terre Haute, IN Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.067299,,
2009-2019,45500,"Texarkana, TX-AR Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.012498,,
2009-2019,45520,"The Dalles, OR Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.026207,,
2009-2019,45540,"The Villages, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.113153,,
2009-2019,45580,"Thomaston, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.023087,,
2009-2019,45620,"Thomasville, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.041444,,
2009-2019,45660,"Tiffin, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.050033,,
2009-2019,45700,"Tifton, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.011358,,
2009-2019,45740,"Toccoa, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,45780,"Toledo, OH Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,0.013729,167,55
2009-2019,45820,"Topeka, KS Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.00302,,
2009-2019,45860,"Torrington, CT Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.006731,,
2009-2019,45900,"Traverse City, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.039836,,
2009-2019,45940,"Trenton-Princeton, NJ Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.069789,191,81
2009-2019,45980,"Troy, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.058366,,
2009-2019,46020,"Truckee-Grass Valley, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.000016,,
2009-2019,46060,"Tucson, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.005583,133,29
2009-2019,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.004512,,
2009-2019,46140,"Tulsa, OK Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.029327,78,29
2009-2019,46180,"Tupelo, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.048516,,
2009-2019,46220,"Tuscaloosa, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.068964,190,80
2009-2019,46300,"Twin Falls, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.056322,,
2009-2019,46340,"Tyler, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.031478,,
2009-2019,46380,"Ukiah, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.008489,,
2009-2019,46420,"Union, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.138856,,
2009-2019,46460,"Union City, TN-KY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.045832,,
2009-2019,46500,"Urbana, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.012854,,
2009-2019,46520,"Urban Honolulu, HI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.03536,61,21
2009-2019,46540,"Utica-Rome, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.007587,128,54
2009-2019,46620,"Uvalde, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.062566,,
2009-2019,46660,"Valdosta, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.118577,,
2009-2019,46700,"Vallejo, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.043411,45,19
2009-2019,46780,"Van Wert, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.00622,,
2009-2019,46820,"Vermillion, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,46860,"Vernal, UT Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.156879,,
2009-2019,46900,"Vernon, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,46980,"Vicksburg, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.000188,,
2009-2019,47020,"Victoria, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.079269,,
2009-2019,47080,"Vidalia, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.076556,,
2009-2019,47180,"Vincennes, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.098961,,
2009-2019,47220,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.046908,,
2009-2019,47240,"Vineyard Haven, MA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.027841,82,20
2009-2019,47300,"Visalia, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.03706,58,24
2009-2019,47340,"Wabash, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.059658,,
2009-2019,47380,"Waco, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.129115,5,4
2009-2019,47420,"Wahpeton, ND-MN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.050473,,
2009-2019,47460,"Walla Walla, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.027373,,
2009-2019,47540,"Wapakoneta, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.000791,,
2009-2019,47580,"Warner Robins, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.010465,,
2009-2019,47620,"Warren, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.050792,,
2009-2019,47660,"Warrensburg, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.052803,,
2009-2019,47700,"Warsaw, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.021935,,
