year,cbsa,cbsa_name,indicator,value,topmetro,metrosize,overallrank,sizerank
2009-2019,37800,"Pella, IA Micropolitan Statistical Area",Percent Change in Real GDP,.3602623,0,,,
2014-2019,37800,"Pella, IA Micropolitan Statistical Area",Percent Change in Real GDP,.12102515,0,,,
2018-2019,37800,"Pella, IA Micropolitan Statistical Area",Percent Change in Real GDP,.019563697,0,,,
2009-2019,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Percent Change in Real GDP,.14913359,1,Large,124,35
2014-2019,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Percent Change in Real GDP,.12526958,1,Large,73,22
2018-2019,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Percent Change in Real GDP,.001663066,1,Large,133,38
2009-2019,37900,"Peoria, IL Metropolitan Statistical Area",Percent Change in Real GDP,-.003725271,1,Midsized,182,75
2014-2019,37900,"Peoria, IL Metropolitan Statistical Area",Percent Change in Real GDP,-.073890857,1,Midsized,191,81
2018-2019,37900,"Peoria, IL Metropolitan Statistical Area",Percent Change in Real GDP,-.01735994,1,Midsized,189,80
2009-2019,37940,"Peru, IN Micropolitan Statistical Area",Percent Change in Real GDP,.012445886,0,,,
2014-2019,37940,"Peru, IN Micropolitan Statistical Area",Percent Change in Real GDP,.001030167,0,,,
2018-2019,37940,"Peru, IN Micropolitan Statistical Area",Percent Change in Real GDP,-.0072190752,0,,,
2009-2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",Percent Change in Real GDP,.1464659,1,Very Large,126,43
2014-2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",Percent Change in Real GDP,.073840313,1,Very Large,128,41
2018-2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",Percent Change in Real GDP,.00687464,1,Very Large,66,23
2009-2019,38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",Percent Change in Real GDP,.26243481,1,Very Large,44,21
2014-2019,38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",Percent Change in Real GDP,.17515877,1,Very Large,36,14
2018-2019,38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",Percent Change in Real GDP,.01021197,1,Very Large,46,16
2009-2019,38100,"Picayune, MS Micropolitan Statistical Area",Percent Change in Real GDP,-.030977141,0,,,
2014-2019,38100,"Picayune, MS Micropolitan Statistical Area",Percent Change in Real GDP,.041230012,0,,,
2018-2019,38100,"Picayune, MS Micropolitan Statistical Area",Percent Change in Real GDP,-.001879646,0,,,
2009-2019,38180,"Pierre, SD Micropolitan Statistical Area",Percent Change in Real GDP,.11640188,0,,,
2014-2019,38180,"Pierre, SD Micropolitan Statistical Area",Percent Change in Real GDP,.025589732,0,,,
2018-2019,38180,"Pierre, SD Micropolitan Statistical Area",Percent Change in Real GDP,-.002611842,0,,,
2009-2019,38220,"Pine Bluff, AR Metropolitan Statistical Area",Percent Change in Real GDP,-.12871812,0,,,
2014-2019,38220,"Pine Bluff, AR Metropolitan Statistical Area",Percent Change in Real GDP,-.07952404,0,,,
2018-2019,38220,"Pine Bluff, AR Metropolitan Statistical Area",Percent Change in Real GDP,-.01120298,0,,,
2009-2019,38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",Percent Change in Real GDP,.21098329,0,,,
2014-2019,38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",Percent Change in Real GDP,.13179056,0,,,
2018-2019,38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",Percent Change in Real GDP,.0084419902,0,,,
2009-2019,38260,"Pittsburg, KS Micropolitan Statistical Area",Percent Change in Real GDP,.09123636,0,,,
2014-2019,38260,"Pittsburg, KS Micropolitan Statistical Area",Percent Change in Real GDP,.067080185,0,,,
2018-2019,38260,"Pittsburg, KS Micropolitan Statistical Area",Percent Change in Real GDP,-.0097924229,0,,,
2009-2019,38300,"Pittsburgh, PA Metropolitan Statistical Area",Percent Change in Real GDP,.18359263,1,Very Large,94,33
2014-2019,38300,"Pittsburgh, PA Metropolitan Statistical Area",Percent Change in Real GDP,.066451281,1,Very Large,135,45
2018-2019,38300,"Pittsburgh, PA Metropolitan Statistical Area",Percent Change in Real GDP,.0060840631,1,Very Large,74,25
2009-2019,38340,"Pittsfield, MA Metropolitan Statistical Area",Percent Change in Real GDP,.021858245,0,,,
2014-2019,38340,"Pittsfield, MA Metropolitan Statistical Area",Percent Change in Real GDP,.035167526,0,,,
2018-2019,38340,"Pittsfield, MA Metropolitan Statistical Area",Percent Change in Real GDP,-.012568329,0,,,
2009-2019,38380,"Plainview, TX Micropolitan Statistical Area",Percent Change in Real GDP,-.17221755,0,,,
2014-2019,38380,"Plainview, TX Micropolitan Statistical Area",Percent Change in Real GDP,.027135491,0,,,
2018-2019,38380,"Plainview, TX Micropolitan Statistical Area",Percent Change in Real GDP,.0046276371,0,,,
2009-2019,38420,"Platteville, WI Micropolitan Statistical Area",Percent Change in Real GDP,.16583735,0,,,
2014-2019,38420,"Platteville, WI Micropolitan Statistical Area",Percent Change in Real GDP,.044892386,0,,,
2018-2019,38420,"Platteville, WI Micropolitan Statistical Area",Percent Change in Real GDP,-.0063551241,0,,,
2009-2019,38460,"Plattsburgh, NY Micropolitan Statistical Area",Percent Change in Real GDP,.0039163381,0,,,
2014-2019,38460,"Plattsburgh, NY Micropolitan Statistical Area",Percent Change in Real GDP,.066168666,0,,,
2018-2019,38460,"Plattsburgh, NY Micropolitan Statistical Area",Percent Change in Real GDP,-.0091228439,0,,,
2009-2019,38500,"Plymouth, IN Micropolitan Statistical Area",Percent Change in Real GDP,.063369453,0,,,
2014-2019,38500,"Plymouth, IN Micropolitan Statistical Area",Percent Change in Real GDP,-.015741054,0,,,
2018-2019,38500,"Plymouth, IN Micropolitan Statistical Area",Percent Change in Real GDP,-.0001513,0,,,
2009-2019,38540,"Pocatello, ID Metropolitan Statistical Area",Percent Change in Real GDP,.060396727,0,,,
2014-2019,38540,"Pocatello, ID Metropolitan Statistical Area",Percent Change in Real GDP,.055757169,0,,,
2018-2019,38540,"Pocatello, ID Metropolitan Statistical Area",Percent Change in Real GDP,-.013512303,0,,,
2009-2019,38580,"Point Pleasant, WV-OH Micropolitan Statistical Area",Percent Change in Real GDP,-.11537671,0,,,
2014-2019,38580,"Point Pleasant, WV-OH Micropolitan Statistical Area",Percent Change in Real GDP,-.060448837,0,,,
2018-2019,38580,"Point Pleasant, WV-OH Micropolitan Statistical Area",Percent Change in Real GDP,-.0057018399,0,,,
2009-2019,38620,"Ponca City, OK Micropolitan Statistical Area",Percent Change in Real GDP,-.20480058,0,,,
2014-2019,38620,"Ponca City, OK Micropolitan Statistical Area",Percent Change in Real GDP,-.15127027,0,,,
2018-2019,38620,"Ponca City, OK Micropolitan Statistical Area",Percent Change in Real GDP,.0036556439,0,,,
2009-2019,38700,"Pontiac, IL Micropolitan Statistical Area",Percent Change in Real GDP,.014640301,0,,,
2014-2019,38700,"Pontiac, IL Micropolitan Statistical Area",Percent Change in Real GDP,-.0079218,0,,,
2018-2019,38700,"Pontiac, IL Micropolitan Statistical Area",Percent Change in Real GDP,.008887765,0,,,
2009-2019,38740,"Poplar Bluff, MO Micropolitan Statistical Area",Percent Change in Real GDP,-.055471722,0,,,
2014-2019,38740,"Poplar Bluff, MO Micropolitan Statistical Area",Percent Change in Real GDP,-.040940627,0,,,
2018-2019,38740,"Poplar Bluff, MO Micropolitan Statistical Area",Percent Change in Real GDP,-.012359,0,,,
2009-2019,38780,"Portales, NM Micropolitan Statistical Area",Percent Change in Real GDP,-.082176477,0,,,
2014-2019,38780,"Portales, NM Micropolitan Statistical Area",Percent Change in Real GDP,.003432564,0,,,
2018-2019,38780,"Portales, NM Micropolitan Statistical Area",Percent Change in Real GDP,.0029762131,0,,,
2009-2019,38820,"Port Angeles, WA Micropolitan Statistical Area",Percent Change in Real GDP,.026403522,0,,,
2014-2019,38820,"Port Angeles, WA Micropolitan Statistical Area",Percent Change in Real GDP,.05499123,0,,,
2018-2019,38820,"Port Angeles, WA Micropolitan Statistical Area",Percent Change in Real GDP,-.011413589,0,,,
2009-2019,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Percent Change in Real GDP,.15401569,1,Large,117,32
2014-2019,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Percent Change in Real GDP,.13984175,1,Large,64,19
2018-2019,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Percent Change in Real GDP,.0055081379,1,Large,81,23
2009-2019,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Percent Change in Real GDP,.31366381,1,Very Large,25,15
2014-2019,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Percent Change in Real GDP,.21454607,1,Very Large,18,8
2018-2019,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Percent Change in Real GDP,.0090042884,1,Very Large,53,19
2009-2019,38920,"Port Lavaca, TX Micropolitan Statistical Area",Percent Change in Real GDP,.57440448,0,,,
2014-2019,38920,"Port Lavaca, TX Micropolitan Statistical Area",Percent Change in Real GDP,.22696292,0,,,
2018-2019,38920,"Port Lavaca, TX Micropolitan Statistical Area",Percent Change in Real GDP,.11923902,0,,,
2009-2019,38940,"Port St. Lucie, FL Metropolitan Statistical Area",Percent Change in Real GDP,.19963822,1,Midsized,83,31
2014-2019,38940,"Port St. Lucie, FL Metropolitan Statistical Area",Percent Change in Real GDP,.19384299,1,Midsized,26,7
2018-2019,38940,"Port St. Lucie, FL Metropolitan Statistical Area",Percent Change in Real GDP,.0057112691,1,Midsized,80,32
2009-2019,39020,"Portsmouth, OH Micropolitan Statistical Area",Percent Change in Real GDP,.030018393,0,,,
2014-2019,39020,"Portsmouth, OH Micropolitan Statistical Area",Percent Change in Real GDP,-.014330954,0,,,
2018-2019,39020,"Portsmouth, OH Micropolitan Statistical Area",Percent Change in Real GDP,-.017087262,0,,,
2009-2019,39060,"Pottsville, PA Micropolitan Statistical Area",Percent Change in Real GDP,.11043006,0,,,
2014-2019,39060,"Pottsville, PA Micropolitan Statistical Area",Percent Change in Real GDP,.15331726,0,,,
2018-2019,39060,"Pottsville, PA Micropolitan Statistical Area",Percent Change in Real GDP,-.01322622,0,,,
2009-2019,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Percent Change in Real GDP,.10145116,1,Large,147,45
2014-2019,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Percent Change in Real GDP,.090589084,1,Large,106,31
2018-2019,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Percent Change in Real GDP,-.0052669141,1,Large,177,53
2009-2019,39150,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",Percent Change in Real GDP,.15958577,0,,,
2014-2019,39150,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",Percent Change in Real GDP,.15310656,0,,,
2018-2019,39150,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",Percent Change in Real GDP,-.003291423,0,,,
2009-2019,39220,"Price, UT Micropolitan Statistical Area",Percent Change in Real GDP,-.053839788,0,,,
2014-2019,39220,"Price, UT Micropolitan Statistical Area",Percent Change in Real GDP,.18546683,0,,,
2018-2019,39220,"Price, UT Micropolitan Statistical Area",Percent Change in Real GDP,.083040841,0,,,
2009-2019,39260,"Prineville, OR Micropolitan Statistical Area",Percent Change in Real GDP,.4718588,0,,,
2014-2019,39260,"Prineville, OR Micropolitan Statistical Area",Percent Change in Real GDP,.094450615,0,,,
2018-2019,39260,"Prineville, OR Micropolitan Statistical Area",Percent Change in Real GDP,.01248352,0,,,
2009-2019,39300,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Percent Change in Real GDP,.10426673,1,Very Large,146,46
2014-2019,39300,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Percent Change in Real GDP,.067445569,1,Very Large,134,44
2018-2019,39300,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Percent Change in Real GDP,.00145033,1,Very Large,136,45
2009-2019,39340,"Provo-Orem, UT Metropolitan Statistical Area",Percent Change in Real GDP,.61070341,1,Large,2,1
2014-2019,39340,"Provo-Orem, UT Metropolitan Statistical Area",Percent Change in Real GDP,.34129348,1,Large,2,1
2018-2019,39340,"Provo-Orem, UT Metropolitan Statistical Area",Percent Change in Real GDP,.014727602,1,Large,34,9
2009-2019,39380,"Pueblo, CO Metropolitan Statistical Area",Percent Change in Real GDP,.12848805,0,,,
2014-2019,39380,"Pueblo, CO Metropolitan Statistical Area",Percent Change in Real GDP,.11968955,0,,,
2018-2019,39380,"Pueblo, CO Metropolitan Statistical Area",Percent Change in Real GDP,.001335029,0,,,
2009-2019,39420,"Pullman, WA Micropolitan Statistical Area",Percent Change in Real GDP,.20238847,0,,,
2014-2019,39420,"Pullman, WA Micropolitan Statistical Area",Percent Change in Real GDP,.094520234,0,,,
2018-2019,39420,"Pullman, WA Micropolitan Statistical Area",Percent Change in Real GDP,-.010326558,0,,,
2009-2019,39460,"Punta Gorda, FL Metropolitan Statistical Area",Percent Change in Real GDP,.21337506,0,,,
2014-2019,39460,"Punta Gorda, FL Metropolitan Statistical Area",Percent Change in Real GDP,.17286511,0,,,
2018-2019,39460,"Punta Gorda, FL Metropolitan Statistical Area",Percent Change in Real GDP,.0063771592,0,,,
2009-2019,39500,"Quincy, IL-MO Micropolitan Statistical Area",Percent Change in Real GDP,-.000117101,0,,,
2014-2019,39500,"Quincy, IL-MO Micropolitan Statistical Area",Percent Change in Real GDP,-.0033466441,0,,,
2018-2019,39500,"Quincy, IL-MO Micropolitan Statistical Area",Percent Change in Real GDP,-.0033648489,0,,,
2009-2019,39540,"Racine, WI Metropolitan Statistical Area",Percent Change in Real GDP,.0054977629,0,,,
2014-2019,39540,"Racine, WI Metropolitan Statistical Area",Percent Change in Real GDP,.0081469072,0,,,
2018-2019,39540,"Racine, WI Metropolitan Statistical Area",Percent Change in Real GDP,-.013759878,0,,,
2009-2019,39580,"Raleigh-Cary, NC Metropolitan Statistical Area",Percent Change in Real GDP,.46998915,1,Very Large,8,5
2014-2019,39580,"Raleigh-Cary, NC Metropolitan Statistical Area",Percent Change in Real GDP,.27625847,1,Very Large,6,4
2018-2019,39580,"Raleigh-Cary, NC Metropolitan Statistical Area",Percent Change in Real GDP,.019849209,1,Very Large,20,7
2009-2019,39660,"Rapid City, SD Metropolitan Statistical Area",Percent Change in Real GDP,.15645437,0,,,
2014-2019,39660,"Rapid City, SD Metropolitan Statistical Area",Percent Change in Real GDP,.059461981,0,,,
2018-2019,39660,"Rapid City, SD Metropolitan Statistical Area",Percent Change in Real GDP,-.0031851761,0,,,
2009-2019,39700,"Raymondville, TX Micropolitan Statistical Area",Percent Change in Real GDP,.088894248,0,,,
2014-2019,39700,"Raymondville, TX Micropolitan Statistical Area",Percent Change in Real GDP,-.068185754,0,,,
2018-2019,39700,"Raymondville, TX Micropolitan Statistical Area",Percent Change in Real GDP,.031369176,0,,,
2009-2019,39740,"Reading, PA Metropolitan Statistical Area",Percent Change in Real GDP,.14527588,1,Midsized,127,48
2014-2019,39740,"Reading, PA Metropolitan Statistical Area",Percent Change in Real GDP,.077663511,1,Midsized,124,47
2018-2019,39740,"Reading, PA Metropolitan Statistical Area",Percent Change in Real GDP,-.00071288401,1,Midsized,154,62
2009-2019,39780,"Red Bluff, CA Micropolitan Statistical Area",Percent Change in Real GDP,.28729084,0,,,
2014-2019,39780,"Red Bluff, CA Micropolitan Statistical Area",Percent Change in Real GDP,.17802212,0,,,
2018-2019,39780,"Red Bluff, CA Micropolitan Statistical Area",Percent Change in Real GDP,.002926908,0,,,
2009-2019,39820,"Redding, CA Metropolitan Statistical Area",Percent Change in Real GDP,.13570133,0,,,
2014-2019,39820,"Redding, CA Metropolitan Statistical Area",Percent Change in Real GDP,.12397332,0,,,
2018-2019,39820,"Redding, CA Metropolitan Statistical Area",Percent Change in Real GDP,.000048599999,0,,,
2009-2019,39860,"Red Wing, MN Micropolitan Statistical Area",Percent Change in Real GDP,.19006594,0,,,
2014-2019,39860,"Red Wing, MN Micropolitan Statistical Area",Percent Change in Real GDP,.018393237,0,,,
2018-2019,39860,"Red Wing, MN Micropolitan Statistical Area",Percent Change in Real GDP,.00094129599,0,,,
2009-2019,39900,"Reno, NV Metropolitan Statistical Area",Percent Change in Real GDP,.27960804,1,Midsized,35,11
2014-2019,39900,"Reno, NV Metropolitan Statistical Area",Percent Change in Real GDP,.27673939,1,Midsized,5,1
2018-2019,39900,"Reno, NV Metropolitan Statistical Area",Percent Change in Real GDP,.015984325,1,Midsized,31,13
2009-2019,39940,"Rexburg, ID Micropolitan Statistical Area",Percent Change in Real GDP,.25296673,0,,,
2014-2019,39940,"Rexburg, ID Micropolitan Statistical Area",Percent Change in Real GDP,.1309526,0,,,
2018-2019,39940,"Rexburg, ID Micropolitan Statistical Area",Percent Change in Real GDP,.013828143,0,,,
2009-2019,39980,"Richmond, IN Micropolitan Statistical Area",Percent Change in Real GDP,-.0022734569,0,,,
2014-2019,39980,"Richmond, IN Micropolitan Statistical Area",Percent Change in Real GDP,.040185165,0,,,
2018-2019,39980,"Richmond, IN Micropolitan Statistical Area",Percent Change in Real GDP,-.010873173,0,,,
2009-2019,40060,"Richmond, VA Metropolitan Statistical Area",Percent Change in Real GDP,.15305813,1,Very Large,120,41
2014-2019,40060,"Richmond, VA Metropolitan Statistical Area",Percent Change in Real GDP,.086053446,1,Very Large,111,38
2018-2019,40060,"Richmond, VA Metropolitan Statistical Area",Percent Change in Real GDP,.0047068102,1,Very Large,90,28
2009-2019,40080,"Richmond-Berea, KY Micropolitan Statistical Area",Percent Change in Real GDP,.24037135,0,,,
2014-2019,40080,"Richmond-Berea, KY Micropolitan Statistical Area",Percent Change in Real GDP,.058711566,0,,,
2018-2019,40080,"Richmond-Berea, KY Micropolitan Statistical Area",Percent Change in Real GDP,.0087407306,0,,,
2009-2019,40100,"Rio Grande City-Roma, TX Micropolitan Statistical Area",Percent Change in Real GDP,.13164806,0,,,
