year,cbsa,cbsaname,education,indicator,value,topmetro,metrosize,overallrank,sizerank
2014-2019,34340,"Mount Airy, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.005379,0,,,
2018-2019,34340,"Mount Airy, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.028446,0,,,
2009-2019,34350,"Mount Gay-Shamrock, WV",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.104684,0,,,
2014-2019,34350,"Mount Gay-Shamrock, WV",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.28597501,0,,,
2018-2019,34350,"Mount Gay-Shamrock, WV",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.12163,0,,,
2009-2019,34380,"Mount Pleasant, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.043356001,0,,,
2014-2019,34380,"Mount Pleasant, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.044213999,0,,,
2018-2019,34380,"Mount Pleasant, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.015911,0,,,
2009-2019,34420,"Mount Pleasant, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.050569002,0,,,
2014-2019,34420,"Mount Pleasant, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.043483,0,,,
2018-2019,34420,"Mount Pleasant, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.004446,0,,,
2009-2019,34460,"Mount Sterling, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.141313,0,,,
2014-2019,34460,"Mount Sterling, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.32358199,0,,,
2018-2019,34460,"Mount Sterling, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.048987001,0,,,
2009-2019,34500,"Mount Vernon, IL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.015012,0,,,
2014-2019,34500,"Mount Vernon, IL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.094126999,0,,,
2018-2019,34500,"Mount Vernon, IL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.022226,0,,,
2009-2019,34540,"Mount Vernon, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.035890002,0,,,
2014-2019,34540,"Mount Vernon, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.009521,0,,,
2018-2019,34540,"Mount Vernon, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.113407,0,,,
2009-2019,34580,"Mount Vernon-Anacortes, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.005527,0,,,
2014-2019,34580,"Mount Vernon-Anacortes, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.13271201,0,,,
2018-2019,34580,"Mount Vernon-Anacortes, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.008864,0,,,
2009-2019,34260,"Mountain Home, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.198871,0,,,
2014-2019,34260,"Mountain Home, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.065871,0,,,
2018-2019,34260,"Mountain Home, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.018019,0,,,
2009-2019,34300,"Mountain Home, ID",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.079448998,0,,,
2014-2019,34300,"Mountain Home, ID",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.020989999,0,,,
2018-2019,34300,"Mountain Home, ID",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.044826999,0,,,
2009-2019,34620,"Muncie, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.011022,0,,,
2014-2019,34620,"Muncie, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.140211,0,,,
2018-2019,34620,"Muncie, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.16179501,0,,,
2009-2019,34660,"Murray, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.14740901,0,,,
2014-2019,34660,"Murray, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.112841,0,,,
2018-2019,34660,"Murray, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.025547,0,,,
2009-2019,34700,"Muscatine, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.110996,0,,,
2014-2019,34700,"Muscatine, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.072894998,0,,,
2018-2019,34700,"Muscatine, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.159907,0,,,
2009-2019,34740,"Muskegon, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.034722,0,,,
2014-2019,34740,"Muskegon, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.016801,0,,,
2018-2019,34740,"Muskegon, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.000595,0,,,
2009-2019,34780,"Muskogee, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.060353,0,,,
2014-2019,34780,"Muskogee, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.009304,0,,,
2018-2019,34780,"Muskogee, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.059599001,0,,,
2009-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.010787,1,Midsized,93,45
2014-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.058541,1,Midsized,183,74
2018-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.039854001,1,Midsized,176,69
2009-2019,34860,"Nacogdoches, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.006741,0,,,
2014-2019,34860,"Nacogdoches, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.028887,0,,,
2018-2019,34860,"Nacogdoches, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.042172,0,,,
2009-2019,34900,"Napa, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.035489,0,,,
2014-2019,34900,"Napa, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.024591001,0,,,
2018-2019,34900,"Napa, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.033289,0,,,
2009-2019,34940,"Naples-Marco Island, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.095524997,1,Midsized,5,5
2014-2019,34940,"Naples-Marco Island, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.091468997,1,Midsized,7,7
2018-2019,34940,"Naples-Marco Island, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.046328001,1,Midsized,15,10
2009-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.024418,1,Very Large,58,13
2014-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.015931999,1,Very Large,97,30
2018-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.026425,1,Very Large,159,51
2009-2019,35020,"Natchez, MS-LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.012006,0,,,
2014-2019,35020,"Natchez, MS-LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.077266999,0,,,
2018-2019,35020,"Natchez, MS-LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.008773,0,,,
2009-2019,35060,"Natchitoches, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.137053,0,,,
2014-2019,35060,"Natchitoches, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.095338002,0,,,
2018-2019,35060,"Natchitoches, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.030099001,0,,,
2009-2019,35100,"New Bern, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.01756,0,,,
2014-2019,35100,"New Bern, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.008949,0,,,
2018-2019,35100,"New Bern, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.053860001,0,,,
2009-2019,35220,"New Castle, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.096917003,0,,,
2014-2019,35220,"New Castle, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.132975,0,,,
2018-2019,35220,"New Castle, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.006353,0,,,
2009-2019,35260,"New Castle, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.184918,0,,,
2014-2019,35260,"New Castle, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.036173999,0,,,
2018-2019,35260,"New Castle, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.111648,0,,,
2009-2019,35300,"New Haven-Milford, CT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.011116,1,Large,91,22
2014-2019,35300,"New Haven-Milford, CT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.000553,1,Large,133,37
2018-2019,35300,"New Haven-Milford, CT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.005278,1,Large,116,35
2009-2019,35380,"New Orleans-Metairie, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.009875001,1,Very Large,95,27
2014-2019,35380,"New Orleans-Metairie, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.008771,1,Very Large,117,40
2018-2019,35380,"New Orleans-Metairie, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.002702,1,Very Large,106,35
2009-2019,35420,"New Philadelphia-Dover, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.23800801,0,,,
2014-2019,35420,"New Philadelphia-Dover, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.082287997,0,,,
2018-2019,35420,"New Philadelphia-Dover, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.179674,0,,,
2009-2019,35580,"New Ulm, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.019013001,0,,,
2014-2019,35580,"New Ulm, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.074394003,0,,,
2018-2019,35580,"New Ulm, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.136058,0,,,
2009-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.011703,1,Very Large,89,25
2014-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.028747,1,Very Large,65,15
2018-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.021046,1,Very Large,45,5
2009-2019,35140,"Newberry, SC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.042993002,0,,,
2014-2019,35140,"Newberry, SC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.033314001,0,,,
2018-2019,35140,"Newberry, SC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.001211,0,,,
2009-2019,35440,"Newport, OR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.012304,0,,,
2014-2019,35440,"Newport, OR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.040782001,0,,,
2018-2019,35440,"Newport, OR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.010515,0,,,
2009-2019,35460,"Newport, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.101006,0,,,
2014-2019,35460,"Newport, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.100364,0,,,
2018-2019,35460,"Newport, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.010806,0,,,
2009-2019,35660,"Niles, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.024501,0,,,
2014-2019,35660,"Niles, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.028725,0,,,
2018-2019,35660,"Niles, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.093326002,0,,,
2009-2019,35700,"Nogales, AZ",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.001342,0,,,
2014-2019,35700,"Nogales, AZ",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.10724,0,,,
2018-2019,35700,"Nogales, AZ",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.053119998,0,,,
2009-2019,3,Non-Metropolitan Areas,Total,Percentage-Point Change in Relative Income Poverty Rate Gap,,0,,,
2014-2019,3,Non-Metropolitan Areas,Total,Percentage-Point Change in Relative Income Poverty Rate Gap,,0,,,
2018-2019,3,Non-Metropolitan Areas,Total,Percentage-Point Change in Relative Income Poverty Rate Gap,,0,,,
2009-2019,35740,"Norfolk, NE",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.097314,0,,,
2014-2019,35740,"Norfolk, NE",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.022543,0,,,
2018-2019,35740,"Norfolk, NE",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.00102,0,,,
2009-2019,35820,"North Platte, NE",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.022243001,0,,,
2014-2019,35820,"North Platte, NE",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.006516,0,,,
2018-2019,35820,"North Platte, NE",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.069064997,0,,,
2009-2019,35840,"North Port-Sarasota-Bradenton, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.038580999,1,Large,38,8
2014-2019,35840,"North Port-Sarasota-Bradenton, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.006304,1,Large,143,42
2018-2019,35840,"North Port-Sarasota-Bradenton, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.015869001,1,Large,53,20
2009-2019,35860,"North Vernon, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.31216601,0,,,
2014-2019,35860,"North Vernon, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.234099,0,,,
2018-2019,35860,"North Vernon, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.175789,0,,,
2009-2019,35900,"North Wilkesboro, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.165795,0,,,
2014-2019,35900,"North Wilkesboro, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.005409,0,,,
2018-2019,35900,"North Wilkesboro, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.028217001,0,,,
2009-2019,35940,"Norwalk, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.103588,0,,,
2014-2019,35940,"Norwalk, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.051261999,0,,,
2018-2019,35940,"Norwalk, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.038525999,0,,,
2009-2019,35980,"Norwich-New London, CT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.053831,1,Midsized,179,74
2014-2019,35980,"Norwich-New London, CT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.086475998,1,Midsized,186,76
2018-2019,35980,"Norwich-New London, CT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.012111,1,Midsized,130,46
2009-2019,36020,"Oak Harbor, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.005733,0,,,
2014-2019,36020,"Oak Harbor, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.133562,0,,,
2018-2019,36020,"Oak Harbor, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.008259,0,,,
2009-2019,36100,"Ocala, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.048170999,1,Midsized,24,15
2014-2019,36100,"Ocala, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.002518,1,Midsized,131,52
2018-2019,36100,"Ocala, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.002713,1,Midsized,90,36
2009-2019,36140,"Ocean City, NJ",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.098650999,0,,,
2014-2019,36140,"Ocean City, NJ",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.01178,0,,,
2018-2019,36140,"Ocean City, NJ",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.059652999,0,,,
2009-2019,36220,"Odessa, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.01197,0,,,
2014-2019,36220,"Odessa, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.01545,0,,,
2018-2019,36220,"Odessa, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.022318,0,,,
2009-2019,36260,"Ogden-Clearfield, UT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.00459,1,Large,131,31
2014-2019,36260,"Ogden-Clearfield, UT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.01546,1,Large,98,30
2018-2019,36260,"Ogden-Clearfield, UT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.004721,1,Large,114,34
2009-2019,36300,"Ogdensburg-Massena, NY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.160878,0,,,
2014-2019,36300,"Ogdensburg-Massena, NY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.088693999,0,,,
2018-2019,36300,"Ogdensburg-Massena, NY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.088602997,0,,,
2009-2019,36340,"Oil City, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.143821,0,,,
2014-2019,36340,"Oil City, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.021017,0,,,
2018-2019,36340,"Oil City, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.161908,0,,,
2009-2019,36380,"Okeechobee, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.16701099,0,,,
